x,y,Class
74.28914647714187,77.65849881923951,B
76.47536793705208,87.51516170129213,B
27.955063280444953,78.32927346178747,D
38.57195412759345,79.32556249403802,D
46.40767698566151,32.28688078315122,C
82.11982199603347,18.699794562325508,A
12.29089087710172,63.691718737660565,D
89.66961688679754,25.23970116549986,A
48.44909718982622,49.59118343513036,C
77.3659200503227,32.77808910366677,A
77.44024009274722,85.44873779821515,B
10.233724862700694,70.3368728662047,D
18.783414582473988,71.32490290222842,D
72.92561409086159,52.90618884338166,B
19.636132870574066,79.73942134052464,D
41.430332356132816,29.46110527882019,C
70.43719882554055,19.297209449180617,A
34.32385955857298,33.27692962704381,C
89.39882860077606,86.33042308780956,B
44.84393225184056,86.67364689028864,D
36.77526989820579,63.5942541211211,D
84.87454179278551,48.9771772914991,A
15.112153260227469,12.00445964158523,C
83.7832981035342,87.56013413721423,B
76.61140428609697,49.63576361468539,A
62.40728822845911,39.409197521566455,A
38.10408034969521,79.61136084143442,D
10.053404299561247,43.3101916600918,C
41.167193557065545,62.551713752702604,D
51.205781877246544,81.65605682952716,B
16.582403938787923,45.8339363516,C
43.313142245700845,36.07310370816082,C
70.67779436929008,59.70955963063633,B
79.89396345594189,44.06514259606083,A
65.48193431932691,61.537342509502196,B
48.140738654561346,29.39768571875718,C
32.801924702590334,17.20423412491655,C
71.73257881790443,39.01835578255248,A
69.38547576856624,45.64171515430617,A
21.502882601719087,66.46207911543033,D
76.21489925395363,77.65693042284003,B
39.40798518344805,61.95963972588814,D
41.46668865450701,64.73293011779096,D
29.954602136445626,13.463822350685941,C
36.42805194937243,53.47042018488204,D
36.28929277925208,38.33517011878877,C
25.850574620964537,49.5299172155609,C
24.19814453394129,33.84072329175334,C
50.354792927960574,64.53287936454615,B
14.724832260787085,52.28085520817979,D
47.09150516908231,31.781778784847496,C
42.4863516551897,81.91685197254426,D
26.442803602659154,14.319087320435848,C
58.1597724237635,31.975510312986746,A
84.23406770770782,34.26233015483092,A
72.96455230553627,64.7751210061127,B
71.02246743732047,62.39063976553737,B
23.694554289198063,58.787678936808035,D
83.24757295166444,64.81273133389038,B
16.443709922314703,60.738345195317194,D
73.9585898440302,63.889563979063134,B
66.61112033880943,33.92319099419043,A
54.573722754265496,79.73262395804184,B
79.19112336429413,57.70011145212295,B
10.316218631512864,19.10826159142576,C
86.46747380733296,35.22478676541249,A
60.605679624777146,56.78088609110452,B
89.26232879798468,82.6865787896712,B
39.85599094767487,16.169153528144875,C
14.354990738202375,71.9717534783517,D
36.62709099208523,20.355493955226653,C
48.80860357701831,45.85722495600391,C
41.90888613356563,66.25250805936359,D
63.86485835600915,50.72791880980587,B
78.37244858998446,61.13397398211673,B
50.655092898897166,30.212970812841583,A
68.11536717727162,41.36897361935986,A
46.00521932696806,27.628529503872624,C
15.252040767985747,69.00823406630592,D
84.27281755160776,44.38365754474524,A
12.114901547139088,26.060693112540516,C
21.917595021973007,77.30618442615567,D
13.99153380549433,35.881859900191856,C
35.973423249169336,50.31158077963465,D
32.23981499630665,56.266892077004314,D
19.41872230931849,32.84513689184943,C
24.907401474395996,62.995353291479496,D
83.24829096245521,89.39199355164537,B
24.42185246987649,55.74187363294672,D
62.46170516369423,25.699802337193795,A
75.1190254220703,47.59953865772832,A
24.261548592474412,64.16059692009614,D
23.72785862926864,52.83547383912026,D
24.61723525066949,63.22020215384647,D
62.98748914996463,59.29974266063867,B
44.817928928236675,15.192947340437847,C
79.79105452584257,20.729851876340355,A
86.81099226311301,75.38167178625588,B
44.85720603375506,71.65775063132806,D
78.66945036786363,84.07183623289322,B
39.37084296527321,85.6347570911792,D
12.712714803405895,37.815465767853404,C
82.1902752449403,11.036244381622335,A
37.629056781781074,34.467037671157314,C
75.14471324630627,20.03085098137874,A
65.29961055287825,65.77184313648777,B
87.5939112902981,59.665737373509536,B
57.74867286136533,73.55069581322346,B
67.8824449195385,38.544557367341696,A
41.33799751210471,70.25197160318493,D
37.96751712751728,60.296344604713596,D
36.629112707427566,22.432148067897142,C
60.293737880558915,61.229225397511385,B
73.92764080170406,12.598812180397832,A
79.63377716525927,59.98403778015235,B
62.54126203276161,25.411313976459923,A
30.214684102912628,36.59814132889585,C
82.03309502652777,81.16328387618628,B
30.74622883325942,86.02645182925987,D
52.88972313396087,61.4908910292592,B
28.340942916167563,11.580177774461792,C
21.497208637165322,59.29354866225849,D
11.248770487044295,47.1151793171794,C
67.48875506798872,45.347007605993525,A
67.26047376465539,78.44118287350139,B
79.03634585345951,61.8889944760221,B
88.88246407406865,16.81099574830639,A
48.35391767279195,57.62947518079785,D
73.79425400029238,67.7812623143611,B
68.53304718230702,80.00543446109603,B
66.50391102998132,22.144267080138302,A
13.177311873647293,49.59931513620633,C
80.61200923350677,36.27602593966181,A
23.93049716415065,68.89417551285734,D
43.338902685021516,45.991854836919416,C
82.22319974201503,28.014100269215785,A
63.2046304355604,75.424067495845,B
62.25394696429067,54.71852816183256,B
49.98397338301389,50.102221500610526,D
66.31167974493457,35.19977935142191,A
26.668549269502115,69.44923258230718,D
11.185792554050238,24.96340020471393,C
78.55894954264721,82.84411188195665,B
69.2201568445054,44.63397104404838,A
62.31855450433909,21.235644573301123,A
31.364394259493412,40.94411902380961,C
79.13444178099364,74.53236012335938,B
87.28352051251679,63.379462787780106,B
66.92628433144077,58.02902963047315,B
49.68952485009437,69.64025366530299,D
23.3858028932581,81.57584948429798,D
23.44423121071491,23.887624047239242,C
40.7534942675762,75.48432953789609,D
28.047996472016933,66.90834857856096,D
88.42583689773862,55.63677164142236,B
78.9081776558342,15.468623323235029,A
20.85304813381329,70.0779549452597,D
62.96096494200724,89.39421866517742,B
87.74681012315385,68.02655017284079,B
39.22252275712895,33.66999877103768,C
41.9160461725059,75.09516134928029,D
59.80686411365538,32.262037642049506,A
46.64320766703382,33.08379645782949,C
60.04287210973688,76.21929277106526,B
72.71612785736981,27.969112753020827,A
34.226243823433514,37.26596437628566,C
28.47599237980999,13.479642882851387,C
22.111461126716403,87.68408534229218,D
37.035503386437625,54.659467028046635,D
70.70116672613933,12.120525820758555,A
16.24384021569817,20.56744079161632,C
87.97276556882983,42.382315302888635,A
59.806870110655794,73.70742278725902,B
46.01319076813674,48.60012274833318,C
59.017747238878584,16.60990636798516,A
27.09025384757021,42.34830967137466,C
78.42400579845228,78.00774442695285,B
19.829736919926763,70.7783676174275,D
37.657432439185435,23.349949889859104,C
61.52558800060095,71.22216467017677,B
37.61551686220052,56.71056415962838,D
79.18036949104977,17.593732810999676,A
31.556739003352952,20.002628069273186,C
67.70437511914344,65.22159500670361,B
22.383004058990036,48.95522508638389,C
81.79304591948248,30.484298605341383,A
28.05580188794839,23.527132801674703,C
26.40893538511067,88.0749522841421,D
88.42377581035774,25.478687880767858,A
66.73942420616112,59.917534830834995,B
65.18509918085815,53.82282192210469,B
26.067774543493407,14.736378914662822,C
34.316660872613596,45.3211682826636,C
32.98806941651932,61.029176721432556,D
23.155257290540135,85.28140690379942,D
77.95093863980011,80.4973590104491,B
62.03653028500034,74.05203638132275,B
88.08751609732147,16.823251686080027,A
30.34802332388558,18.244771322020327,C
48.272903634178064,19.9534372684094,C
55.02701204624647,27.814457828379794,A
17.64797391942227,10.559947485053641,C
68.5472544570453,24.39877085011039,A
63.529171564256146,62.746166922577444,B
40.07946774026777,45.10548906081666,C
78.32236061832191,66.15242648804575,B
17.367488926451998,51.48851196166868,D
12.15333107599102,70.88407682446433,D
47.7436742188575,30.015486514688135,C
29.37959195081905,76.09649508242154,D
68.87880975306607,87.45261248441285,B
86.1022112982863,42.943971548776815,A
43.92469685041276,42.11660299311261,C
58.763860338453576,48.32593761827759,A
69.1918410134794,34.15098634501508,A
63.968400039424296,24.52857865050778,A
14.339788125755097,67.44208765316681,D
82.93473899521746,10.614116287721442,A
16.02014933583053,30.589652713659,C
69.11740519465548,57.25495536606131,B
49.50920754381488,76.56144510660084,D
40.36910345595595,36.33472105965687,C
27.849549590924987,43.41860685757415,C
31.34268396466108,20.14576645510614,C
45.953759250228686,25.621967360041417,C
23.520102067029413,34.013101110027634,C
74.61515085097611,83.66790934976274,B
10.198852510189118,76.5620968093851,D
18.94485674062883,54.61478217984917,D
83.59952706557158,23.578781605499533,A
77.87928262781503,33.385041527614646,A
32.64068256182782,19.322227076031815,C
40.2110120040201,86.53354388930168,D
55.51495941467407,39.67738014437309,A
71.72800197622483,29.542765097046832,A
11.595809918778297,47.93696019398963,C
52.92509214517436,66.0873601008162,B
40.34085461467245,66.05577524080343,D
64.93105124104919,70.49438727639102,B
23.229502232438367,34.862920044818246,C
47.90521080959471,29.72101834148348,C
41.42825171875163,32.673103280147345,C
26.065538433325397,56.66722624693248,D
13.453513820225908,54.39387177066399,D
80.11366684065118,70.12795158108906,B
26.403329460202897,86.20691123927998,D
58.763715443117654,48.30418405564142,A
74.3562975296178,35.7347075641232,A
26.204728293591828,56.831383516840496,D
44.467970071993854,68.4131068638215,D
49.23351893353908,53.10156388664908,D
70.58352906498132,18.268865065916803,A
76.1861997685493,58.62317605868398,B
54.34035486331637,20.392189083848244,A
78.05349982089206,13.513866701339454,A
29.77555633514057,36.70274848934282,C
83.77626218792425,47.204774469904926,A
69.20787623874321,29.125573345143074,A
48.1226450603892,80.79787755885403,D
54.839598003051584,57.068440835264965,B
57.865897269550054,43.28210109294408,A
13.769959591701145,10.38758660691331,C
10.66464121582909,60.71072951947181,D
49.86319955927601,10.221421686707547,C
44.858689381567984,39.02039899282164,C
39.96481985857253,14.305451159118384,C
82.31686054144124,11.573196726103635,A
44.53736428820975,48.95405923791844,C
60.3046490842009,45.275480709677524,A
83.57754273686075,88.92658222503164,B
16.71156134340274,88.51710663633185,D
72.1332950435319,30.243753084412575,A
14.7590557072593,47.098763042330944,C
29.518156432914623,40.50247755864831,C
16.575561346105854,66.15121164014138,D
85.4341211899312,71.66011756624147,B
14.690896665894186,22.96977666378988,C
48.53244870679126,30.511617830231266,C
65.36959729780662,45.72344788562602,A
23.093910096076222,67.05203894244158,D
13.084011075066835,37.37606616380249,C
47.796063314709784,76.66994113130086,D
71.78903707018887,80.95316523542816,B
33.69371111322561,60.75864266974112,D
40.52079938339688,26.730774020202034,C
38.12489482964204,31.27762337033889,C
40.287265398674315,35.27494947057208,C
80.91560169316972,18.33117852770431,A
28.217001629724145,64.66352974117831,D
22.017335883727185,83.35209295694432,D
12.887236245129404,43.80998191629334,C
67.09121547025792,38.008399816505865,A
44.22940526028655,27.832884231302852,C
30.306534373547727,59.61937069575665,D
48.31066965717525,26.321495240459598,C
73.59359389902903,36.339230906527966,A
26.765508350175647,84.45235117215364,D
75.32334478995897,79.87933261031894,B
72.28639554626096,13.254831461637009,A
78.3430849416901,27.098576370774925,A
59.4668493506548,61.69551307595642,B
78.47624042067723,59.539463409728064,B
33.3743579933094,72.2936475364362,D
59.286961567661734,67.14403198599149,B
22.125487923503336,27.008047494989206,C
76.82826237775458,49.19865306878674,A
45.53810078300674,89.60994573863022,D
43.94849871241852,10.563746599478371,C
41.94649247655995,59.164396984621376,D
13.518281495622496,80.29753827211238,D
41.408887991798366,20.83285912163864,C
85.39585230781225,89.11641870159036,B
73.98068333928606,56.57383792446503,B
13.16248373096521,35.7921707897707,C
26.73754134272249,53.18915642320257,D
60.945867948814,39.62638437573666,A
42.09764423115638,63.357955989600185,D
52.03763997935025,26.712917385111517,A
88.02793856883615,44.29369104751002,A
27.634270636969056,84.23146938287499,D
74.08344055075528,51.59920663611839,B
19.104180641821817,71.9905632513493,D
39.82350495756107,42.020383071175466,C
61.9017120960333,46.21086467328914,A
33.13022866837332,56.01206389252783,D
17.117613038211516,48.128535086961534,C
32.0003345789509,13.585405699123587,C
63.72907601947803,32.58304314212303,A
79.41632571847988,18.655465450334216,A
43.86853879514507,17.094021897442232,C
49.76938188106396,85.24543216862895,D
29.821027548135977,64.41829932658287,D
79.98877701273798,86.86332884788555,B
83.70671101012671,89.36719128454592,B
60.5486219126923,24.902809598366623,A
64.53531760755429,47.43705802786617,A
10.865137645952965,45.7871586130735,C
36.03298568308233,70.4896438079148,D
38.78131807775095,86.30468369785638,D
33.2652385619592,35.37202055456311,C
34.96665265165703,71.99161543077906,D
36.98032815565894,89.78344494595359,D
46.19636495770405,49.346613556335,C
76.24331042925613,46.255115351696325,A
54.41274510431739,35.49657143098924,A
39.86463592854407,83.03146677969795,D
26.932069321465125,58.14994973859062,D
42.07253821134949,59.42045373068849,D
44.6396623600744,19.973226615256085,C
70.48977931710147,42.592705692896836,A
60.26805252599464,58.80593760115314,B
34.279084614404255,25.597846782889185,C
44.43054452388405,76.4042278214651,D
58.2996309716456,25.267371687525326,A
30.2413624035766,33.76478102062799,C
69.59501094214866,22.648039765831733,A
18.78930339082641,47.95786834322685,C
52.978527149932766,47.094086923069305,A
58.899197225917675,22.494074562480794,A
73.14436436552454,26.089962165596777,A
81.57286480129821,71.50360678008806,B
85.91438453339164,41.96176641125061,A
38.17408091629151,69.65143012368083,D
67.01688954708177,47.98061413424732,A
18.097864891792238,10.350974641056787,C
50.28769582675273,34.778844881076026,A
45.02256552585527,88.42627088831318,D
47.69838519503125,28.80994527531504,C
58.915666661783696,64.75401235857706,B
57.249530278793245,67.81917692995859,B
34.575311452523934,12.69635143501608,C
58.958273490488466,38.21327801121272,A
18.08876266984821,85.35829578716842,D
15.132080927105882,27.310605312689585,C
38.65562011683498,49.45618566716571,C
85.06794455154552,73.95380396847824,B
49.602150729494305,38.402349235161054,C
24.888909048524738,61.37604179688202,D
83.3393695829428,16.850155077846622,A
71.74232380906258,21.35217752284252,A
61.874537350278736,13.979882665946048,A
14.531123204436174,66.0536509193633,D
44.960033574939594,47.793776137575406,C
35.18575955083639,35.52454634321256,C
79.81841705042305,85.64994424317419,B
35.245473285130856,62.16392638090511,D
77.70792760512218,60.28933779849631,B
61.46962962960212,80.57124111346042,B
80.97516518554548,20.136134451355694,A
59.27216816069588,65.57257710856607,B
29.554419991121463,46.37867446112275,C
21.367321252374822,29.464370369125767,C
67.72168596828585,70.76798560353458,B
77.90091628182839,87.16689133050832,B
15.922485225481644,23.82258117406345,C
55.54751751271024,21.693831686771826,A
22.69492604214149,88.56834600867728,D
79.11483331609057,87.51454634008486,B
72.7443988482,29.14298888027824,A
67.89954005813051,18.064811282641795,A
56.09808507834249,20.00179459188882,A
67.62810379189455,54.42236135011144,B
31.954709109522057,11.278825139288493,C
88.57802267696766,15.004286380165471,A
84.00436247416911,83.20210291458416,B
15.811321543432172,83.19849264746583,D
27.859832717829512,22.14919690909014,C
33.33912127630582,70.09146311537958,D
53.30840994120424,68.26518379987344,B
34.15515640850482,23.10670437218124,C
87.6398732196233,54.897089994555785,B
32.5563820474419,67.36285084956938,D
53.064452488010744,77.24013360239394,B
40.15078925866526,63.57357990174441,D
51.7355633572481,25.560029483807316,A
71.4723950679464,39.73855428330789,A
73.7963690193563,25.29514022393277,A
62.651718727356204,20.988544043162932,A
88.43691540450348,56.91853531405618,B
24.57794760106614,57.93665030416606,D
28.00703132064527,56.558371786820736,D
50.44691403935855,54.02248648008889,B
48.649977246848294,87.48485618301986,D
54.916386121384576,12.957056795064993,A
16.72874247624849,17.092827564048676,C
27.445334804359184,42.915286980313795,C
48.57583800697001,83.9287643467631,D
74.6962447734229,51.17325681410017,B
38.395896269076886,86.79735996042626,D
47.21431147990125,63.059532256298155,D
26.32450063129785,77.58042400689838,D
33.478088845775524,89.67620013767306,D
86.96759870839703,79.03736238047189,B
53.17798340555931,66.92316095530617,B
88.84339014357704,62.333279339020905,B
36.82999936315675,57.163263073565126,D
85.90948141267798,88.34409263261112,B
72.40726555456412,28.965779806051355,A
43.47996280610111,62.48567903362719,D
32.78666390179912,56.10230875780162,D
24.4022026423307,87.26511229494298,D
35.4737696342261,83.08827720688024,D
76.37900419742718,55.71167789516973,B
52.4451513830322,33.05715597799628,A
49.591907983588484,85.5671471918769,D
47.039065554975345,72.0708552887503,D
21.644084733014587,56.074262384031435,D
87.88547070439989,38.825971621308106,A
37.1084450055567,89.5853327653711,D
22.81563369361485,42.9558184347399,C
55.848675940723,89.30849481851865,B
13.321212823230656,88.48943144258848,D
15.86829731749884,33.94285083559389,C
24.01944121641445,57.798690736417,D
23.34801763405722,39.49178004677187,C
41.50820210686284,12.780262791817329,C
19.135858285040474,39.39019958330003,C
17.843185271124224,20.440392713119884,C
42.027681407708585,61.227219424361145,D
42.665768959271944,44.15111061604159,C
50.843412360001125,27.418858343421885,A
87.97802577767521,45.93858974854903,A
12.920953748422965,41.17904043947888,C
44.41938014123436,39.02584518229133,C
77.33445371917533,14.189536569373793,A
51.35552341669471,68.98318994339633,B
15.861629348651839,87.11869253127452,D
81.01644949127805,17.08576107897624,A
38.549043702736526,37.491581739252645,C
49.74347052293877,80.1048039259135,D
51.50022795757782,81.78538255346275,B
49.082655053495216,25.510744694999183,C
72.96515683090531,25.407801563093848,A
16.262784197743976,84.98795510912367,D
19.349655458382582,89.58346242254851,D
12.292833824595384,73.9371237800628,D
18.34609544323149,77.04680596676509,D
30.335843071446735,56.727172618849494,D
76.83259054340562,19.814514510462256,A
17.416525450231894,80.84155247851925,D
60.11730291877345,39.23906578801934,A
13.573657345481202,26.451625673326987,C
80.73357961120593,31.113066793790768,A
30.771661263650877,22.84408467525473,C
34.61968400476695,15.57209986229136,C
87.90617652543061,81.14614903536841,B
84.5661549898732,76.08298336655113,B
33.404431889279415,21.648735487631264,C
10.766249825846788,23.03597025884053,C
80.45192876045294,35.87397022604558,A
28.6812711763344,53.225403025931016,D
52.52916280188364,51.03851371873598,B
49.802603763133106,41.89687061441617,C
74.3429373555196,85.3961155878061,B
59.53883328443846,46.97241240167,A
22.74975772583401,71.24144238394076,D
87.56354893766328,76.56430893847971,B
14.202143079718512,54.89580208355229,D
32.71467503674795,15.271792639656944,C
23.081901097160827,55.218165005796784,D
71.59508621259727,53.38121708042186,B
34.05374402046289,16.038714803093633,C
70.17676838603091,17.85561035233323,A
88.6077927631485,35.77616084324089,A
30.598947041407534,12.684699850280179,C
43.98238772713299,17.316447275798183,C
82.21159668613745,68.630520149495,B
52.49840532689647,83.12347699280079,B
24.549543792495253,24.474878718602504,C
36.249381202817915,24.383299627241357,C
28.76813742989816,11.20223011874813,C
75.89320494505603,59.08403202549724,B
69.5686295269694,64.42741983202754,B
79.29435254856628,30.117224231426153,A
12.545042790599314,34.44335922782159,C
11.768563545390286,34.977288424283,C
13.986789238119997,86.96266500769599,D
31.303815099778806,83.09859598118595,D
65.54269704072739,54.21094540000404,B
24.68488059457799,85.31814848384714,D
74.92187572562952,63.10714113102309,B
50.765914192279126,55.18601657087742,B
66.214184276015,55.52799866143228,B
58.22426602832613,75.7082308373931,B
33.7809207772989,36.84284568783965,C
88.82911098372333,21.93214894083217,A
38.65586384413025,17.533293292288445,C
87.40854649545824,21.357852357411936,A
70.151330795217,45.921919714210546,A
41.21161148318322,25.047960425119786,C
38.011021111897726,82.98721320306896,D
38.49284558213799,77.43793143600548,D
70.80948107698973,21.45549539859129,A
67.95718663593058,18.406130325288352,A
88.59040821700944,74.69925031221774,B
15.6465583789012,29.590587701695952,C
52.72804931958104,36.88236743009546,A
28.625623601381136,89.96587376168078,D
78.3196592373823,68.01337093524972,B
13.550980050546496,15.1990365170256,C
80.89003320712143,15.93071247153739,A
11.445022431089246,41.70285410672568,C
76.46435497222052,66.48013651951361,B
77.00859091901539,46.62614190801181,A
28.92637514716966,20.578982562741697,C
19.748876069578433,88.2644999276,D
18.697448974457764,82.13387214275106,D
42.27026776301439,28.754530843748206,C
78.35874457393807,57.457908358465126,B
17.439223806003177,28.40094093482625,C
49.463118716364896,44.495116966310995,C
56.49568764216707,63.950794732484496,B
88.95514876235735,87.17341830429802,B
26.6548754523668,52.00377442539504,D
22.399658360788056,67.587492805066,D
61.831629564044746,73.83582078353922,B
72.56942489650356,84.57016361770401,B
10.091098897991326,24.044309456971874,C
59.22550076859183,65.75975024234074,B
44.98840016646751,15.68945398025663,C
33.54897094223836,67.13817907706442,D
77.82850838519879,20.866644981174804,A
63.988541488668034,55.42563724264825,B
51.03572344231671,18.300495652849953,A
87.80062490297101,71.53540589904065,B
43.36229504605828,71.76396038521133,D
84.62834831063516,47.270681073918965,A
38.579057070893654,79.76180413324312,D
31.917481691211197,13.682784811927405,C
73.8705999420892,18.97050998724342,A
48.413107164604675,59.28037913085211,D
17.40621471808148,75.06853737332015,D
66.10398756272699,21.331642951944012,A
15.443843863664238,18.465500820641534,C
30.812153053723307,60.27087870163048,D
18.02031110649996,58.15554866918353,D
74.3358988343696,42.275164469568104,A
50.74061021675772,40.61592967069146,A
50.133374383685634,58.963906963985835,B
88.09040029650768,73.04998180615789,B
25.259386252441626,55.938381996514664,D
20.72100424388057,68.70180482257032,D
68.96041438030093,53.41558513430296,B
36.65656016916943,38.761448874486064,C
85.52279271283417,76.31319765463601,B
87.15754079624578,24.537664869421093,A
39.30483006877938,42.91726973095014,C
58.48748720437803,58.51247001300462,B
36.10774945402835,13.477989605100298,C
89.0129240908657,39.27731474961784,A
88.4848556810557,67.79216307333968,B
16.46808358300849,76.2719692422952,D
15.636785745762193,58.10296253479948,D
38.35567539911921,36.11109566661533,C
59.86362762113373,67.74309761483224,B
76.1866378228396,82.71726656964242,B
61.69679697847741,75.37020800767775,B
39.332268663429986,22.772307597933445,C
60.438074419255535,55.14997619524091,B
78.19699732084193,59.95228692870639,B
38.905016162917406,72.66172865494248,D
63.26751477236078,59.08496251345594,B
40.7281125042379,60.62153082962342,D
20.36925994677619,59.91152596076758,D
61.52515754240868,43.96804355912512,A
62.68673570200732,30.09617539374335,A
31.28542596526934,18.655074337723633,C
33.44201465463648,74.3541533293671,D
71.77019434101575,14.682255117159926,A
10.157755157283447,39.14959705742895,C
14.09072669364814,38.3475428092709,C
30.093390094842288,21.17366308319503,C
85.23987448737836,74.37623948332009,B
21.0378248764866,31.743941849296835,C
68.00458805361075,81.80627597992412,B
52.699028420274125,29.60520166238055,A
71.78716823502718,45.03818290893567,A
27.347660032143764,84.50439338739574,D
12.447960588266778,69.75446184076453,D
29.904594515368267,40.09707010454089,C
46.04110694144529,21.788289716182547,C
31.462360131204974,24.968992516927724,C
44.52519229910792,66.31429313876299,D
12.028902097354734,73.09879934428442,D
80.28211233436703,62.06410595208753,B
46.10159233793603,38.19453675826416,C
28.493175626713054,27.775350870748454,C
84.13321493844722,74.00411357273666,B
45.731080919685944,12.090227163041138,C
23.01429577862489,57.71746616826019,D
48.254590006407916,41.07585752409924,C
22.579782506162147,28.456665945539616,C
34.74887437888576,21.94506601419215,C
51.64826943475711,84.04958562815528,B
25.867696844217956,28.869840800035664,C
89.05223316647047,79.22778565109282,B
54.1112243296224,71.59051186405912,B
80.52091609073545,85.69764179127883,B
39.89462418617275,49.353453286592874,C
86.03652309763049,58.26018286538396,B
35.62690086986634,41.56236758397718,C
19.854889404088144,45.45782124509394,C
79.25079095013515,87.03461427165541,B
79.34561269619174,28.49394164337701,A
49.86863226872604,66.06610486068303,D
56.00984988630577,41.519322391110244,A
68.04144150671152,18.083571922255942,A
17.121967145651972,40.999318271654445,C
57.55074482673267,26.708383988308885,A
59.61354260157247,10.077814091535554,A
68.49145281975348,55.47709865571834,B
32.020708410248545,67.75428377678303,D
66.63530739092414,10.236804579062383,A
22.62384880705161,73.79136681068049,D
77.40319964563527,57.073936623502746,B
10.677899981950429,25.256295207905527,C
74.74858013659227,58.55224981519912,B
74.36429995154177,58.30373618455063,B
66.84931740891298,45.323228464520454,A
71.504906516381,35.51404054319201,A
68.11173431741156,49.927366883201366,A
48.09044486926224,86.63812878910363,D
68.77643640464518,11.423426477967919,A
11.0393494681256,60.378518316096546,D
75.27148304865558,64.27971207402935,B
75.10379778196716,52.97083703995601,B
86.37897788543756,67.99179970176675,B
32.36620755064429,62.38489365174067,D
35.56227467597637,51.78861806665353,D
68.23014027987927,10.51422452759514,A
29.473214053684657,12.810655821937642,C
87.66179796290362,15.09869696412007,A
26.139658075071974,82.7639176840735,D
40.17325562094724,36.16307921507484,C
84.57074546004011,67.01525593439698,B
62.83567060985022,72.59447930616915,B
59.32332477482552,25.867770121081485,A
71.76556555289929,89.9360839043668,B
59.77608113829764,10.623742503871929,A
74.44672809039133,49.10131467770011,A
40.70623708642426,45.16912618536105,C
58.41335046529962,60.05423373295724,B
63.72855626137179,30.417707087674838,A
27.49474745417098,57.07026397153926,D
53.874238674785126,73.30158891601774,B
74.72686094723103,27.023963115845696,A
52.163119782734434,72.10047829235646,B
71.91667801825218,66.2142107947534,B
73.49747296215503,82.37505788479842,B
68.7942799652113,87.01805706039065,B
58.61421683279112,45.381520702618246,A
34.0382196299508,82.20362474701533,D
16.046850873409873,45.05281732866492,C
68.90026835859186,87.90826433615491,B
38.49410836584906,57.57216899998878,D
40.00594093300909,48.68181819968762,C
75.75450313559134,81.77131450541444,B
46.74821938519008,35.90174933624745,C
50.42018566981969,54.92669060776133,B
82.74663158221888,15.440391412362269,A
34.51527753237983,62.96569263197481,D
27.483242874426416,81.38725202719361,D
79.2493694294931,66.6510688465853,B
15.286296872288867,34.306674278014945,C
58.182038471063166,25.258696929544566,A
16.98911450426763,40.91315143476642,C
46.19069186973031,10.091577724188445,C
36.515518888129684,13.101375492309323,C
32.06406419715691,64.71761244049155,D
75.727000458582,87.28708342624796,B
65.69915724792993,81.1639666881782,B
22.77080844620601,17.18051915164688,C
77.51559367390655,31.149524946020023,A
29.83985425448985,51.95172855937037,D
63.793452491587054,54.70459769766307,B
57.84852162362141,28.84262081511688,A
73.48436283368797,79.49312639714591,B
26.482770602500207,89.03582690316082,D
10.970843338311687,19.582106719466374,C
40.75387394879622,53.88521463498928,D
88.46934900656058,62.35819603269192,B
